TIO2(WT%),AL2O3(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),SC(PPM),V(PPM),CR(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),PB(PPM),TH(PPM),U(PPM),Thickness
0.59,16.04,5.03,4.53,1.47,0.05,1.16,4.61,0.12,5.0,105.0,,,13.0,,,22.0,381.0,6.0,105.0,3.6,,534.0,,,,,,,,,,,,,,,,,,,,0
0.74,17.75,7.126416000000001,7.56,4.03,0.14,1.25,3.41,0.17,21.5,195.0,35.0,23.0,21.0,,,30.0,488.0,17.2,96.0,3.8,,640.0,13.6,26.5,,15.0,3.3,0.98,3.15,,2.9,,1.65,,1.67,,,0.298,,4.2,,0
0.8,16.6,4.85892,5.5,2.8,0.1,2.2,3.7,0.2,14.0,137.0,,,,,,40.0,320.0,14.0,111.0,7.2,1.5,321.0,14.0,30.0,3.6,15.0,3.2,0.9,3.1,0.45,2.9,0.55,1.52,0.21,1.49,0.2,3.2,0.46,8.0,3.0,0.8,0
0.91,18.17,10.734614,11.24,4.56,0.18,0.35,2.21,0.1,,392.0,19.0,,12.0,133.0,78.0,3.0,285.0,22.0,48.0,1.0,,159.0,,,,,,,,,,,,,,,,,,,,1
0.85,17.07,6.11864,6.56,3.83,0.1,1.98,3.72,0.24,16.1,163.0,83.0,26.6,19.0,71.0,94.0,45.4,728.0,13.3,129.0,5.21,,712.0,18.7,37.83,4.76,19.19,3.75,1.02,3.09,0.45,2.51,0.48,1.34,0.19,1.19,0.19,3.09,0.32,9.29,3.43,0.72,0
0.5710000000000001,14.8,2.3124860000000003,1.82,1.12,0.066,4.05,5.07,0.106,,129.0,42.0,14.0,14.0,55.0,49.0,183.0,286.0,32.0,306.0,15.0,9.0,625.0,26.0,51.0,,20.0,4.6,0.8,,0.5,,,,,2.3,0.3,,,8.0,,,0
0.7,16.36,6.4,6.99,2.76,0.15,0.93,3.99,,,,,,5.0,45.0,65.0,16.7,360.0,22.8,86.2,,,345.0,,,,,,,,,,,,,,,,,,,,1
0.88,17.11,6.487558,6.56,4.0,0.11,1.69,3.43,0.28,15.0,123.0,45.0,19.0,15.0,27.0,92.0,64.0,567.0,26.0,170.0,10.0,27.0,465.0,24.0,65.0,,24.0,,,,,,,,,,,,,0.0,12.0,2.0,0
0.49,15.9,4.7509440000000005,5.07,2.63,0.08,1.55,3.72,0.13,12.5,125.0,80.0,15.0,20.0,,,32.5,435.0,10.5,92.0,3.0,,710.0,10.5,20.0,,12.0,,0.65,,,1.8,,1.0,,0.9,,,,,,,0
0.33,15.8,1.628638,0.93,0.08,0.14,5.08,2.94,0.03,,18.6,18.1,37.1,7.1,,,991.0,31.1,10.1,31.2,32.8,231.0,161.0,6.5,11.9,2.46,5.4,3.25,0.12,1.13,0.31,1.17,0.41,0.84,,1.12,,1.98,13.4,33.5,5.41,25.1,0
0.42,13.82,2.29,2.49,0.93,0.04,4.69,2.83,0.11,,,21.0,,4.0,,,292.0,260.0,16.16,202.0,15.05,29.46,661.0,40.66,70.88,7.48,27.45,4.87,0.68,4.01,0.48,2.97,0.54,1.68,0.22,1.52,0.22,5.08,1.42,27.92,29.09,9.67,0
1.16,18.12,7.693289999999998,7.2,3.62,0.12,1.43,3.91,0.33,13.8,205.0,13.5,26.0,16.0,,,26.5,870.0,16.5,140.0,9.4,,694.0,24.5,49.0,,26.5,5.3,1.51,4.85,,3.3,,1.6,,1.4,,,,,4.7,,0
1.022,15.7,6.1456339999999985,5.7,3.31,0.096,2.96,3.79,0.307,13.9,,103.0,,42.0,,,,692.0,,,,2.2,729.0,51.7,100.7,,42.6,7.2,1.58,,0.6809999999999999,,,,,1.41,0.19,5.6,1.9,,14.3,2.4,0
0.65,15.06,9.04,11.66,9.0,0.17,0.23,1.35,0.07,,,618.0,,123.0,,,5.0,148.0,16.0,32.0,1.0,,78.0,,,,,,,,,,,,,,,,,,,,1
0.76,16.5,6.106534,6.38,4.95,0.1,3.27,3.72,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.57,16.0,5.21884,5.24,2.68,0.09,1.51,4.03,0.15,12.6,126.0,51.0,15.0,14.0,,,31.0,426.0,12.4,110.0,3.2,,612.0,11.0,24.5,,12.5,2.7,0.81,2.8,,2.15,,1.1,,1.01,,,,,2.6,,0
1.65,17.59,7.540324000000001,6.36,3.48,0.09,1.91,4.19,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.56,17.15,5.254832,5.96,2.27,0.09,1.22,3.95,0.15,12.5,130.0,20.0,14.0,8.0,,,21.5,470.0,12.6,53.0,2.9,,600.0,8.5,17.0,,11.0,,0.75,,,2.1,,1.0,,1.0,,,,,,,0
0.153,14.2,0.9,0.66,0.21,0.058,6.67,2.22,0.025,,,,,,,,204.0,47.0,20.0,86.0,16.0,6.61,390.0,25.43,57.55,5.43,18.59,3.01,0.47,2.28,0.35,2.01,0.39,1.16,0.18,1.18,0.18,3.58,1.24,19.54,17.55,4.25,0
0.56,17.18,5.272828,5.85,2.51,0.09,1.23,3.95,0.13,13.49,125.3,25.46,12.94,9.2,,,23.36,450.75,12.58,83.21,2.36,,562.95,8.17,17.84,,9.94,2.6,0.86,2.46,,2.2,,1.12,,1.16,,,,,1.43,,0
0.34,14.63,1.937816,1.58,1.05,0.03,4.55,2.62,0.29,7.0,31.0,54.0,5.0,12.0,0.0,71.0,352.0,168.0,12.0,121.0,8.0,,562.0,34.2,70.5,,27.58,5.49,0.99,3.98,,2.62,,1.27,,1.3,0.58,,,64.0,18.3,12.4,0
0.71,16.48,5.3988,5.46,3.23,0.09,1.71,4.2,0.2,13.0,141.0,56.0,18.0,37.0,,,41.0,585.0,14.5,155.0,5.5,,750.0,17.8,37.0,,20.0,4.2,1.0,3.6,,2.5,,1.3,,1.3,,,,,4.6,,0
0.99,9.72,14.5,9.4,5.89,0.153,0.38,1.97,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1.23,17.9,6.7934899999999985,7.3,3.52,0.11,2.24,4.1,0.44,13.3,169.0,28.0,20.0,17.1,,,58.0,941.0,18.6,207.0,10.8,,946.0,37.0,78.0,,37.0,7.3,1.92,5.2,,3.6,,1.5,,1.37,,,,,6.8,,0
1.3,16.6,6.03948,6.1,3.3,0.07,1.8,4.5,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1.92,16.6,11.092408,7.27,3.29,0.16,0.76,4.41,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1.03,15.9,5.35381,5.51,2.76,0.07,2.7,4.6,,9.13,143.0,38.5,,25.0,,,70.4,786.7,13.4,200.5,8.0,,940.5,36.9,75.5,,38.4,7.61,1.51,4.53,,2.77,,1.22,,0.877,,5.2,,,7.9,,0
0.86,16.47,4.8949120000000015,4.95,2.52,0.1,3.57,4.05,0.27,,,44.0,,17.0,,,125.0,620.0,22.0,213.0,11.0,,613.0,,,,,,,,,,,,,,,,,15.0,,,0
0.85,18.35,5.200844,5.8,1.5,0.07,1.74,4.2,0.25,11.0,118.0,4.0,10.0,3.0,,,48.0,603.0,16.3,150.0,6.9,,785.0,20.5,39.0,,21.0,3.85,1.33,3.65,,3.2,,1.4,,1.31,,,,,5.1,,0
0.8,17.42,9.286234,10.63,5.1,0.18,0.5,2.55,0.16,37.2,,57.0,35.4,,,102.0,,284.0,,,,0.19,161.0,3.51,8.64,,,2.46,0.82,,0.57,,,,,2.33,0.36,1.5,1.3,,,,1
0.92,14.32,7.270384,6.38,2.56,0.22,0.79,1.82,0.25,,,,,,,,0.1,127.0,10.0,19.0,0.1,,61.0,0.5,1.3,,2.4,0.6,0.2,,,1.8,,1.2,,,,,,,,,1
1.42,17.15,7.414352,8.73,6.18,0.11,1.5,3.57,0.27,,250.0,75.0,51.0,30.0,48.0,115.0,26.0,796.0,22.0,104.0,7.0,,386.0,,,,,,,,,,,,,,,,,,,,0
0.93,15.67,10.133628,11.84,10.94,0.19,0.01,1.93,0.06,,263.0,456.0,52.0,247.0,97.0,70.0,0.0,73.0,33.0,53.0,0.0,,15.0,,,,,,,,,,,,,,,,,,,,1
1.03,16.15,5.1378580000000005,4.64,2.52,0.08,3.36,4.13,0.36,,111.0,44.0,38.0,17.0,33.0,84.0,95.0,781.0,15.0,227.0,12.0,,1236.0,,,,,,,,,,,,,,,,,,,,0
0.54,16.2,3.86914,3.85,1.63,0.08,2.67,4.5,0.18,7.0,75.0,22.0,9.0,10.0,,,79.0,509.0,16.4,200.0,7.0,,1170.0,24.8,46.0,,22.0,4.1,0.97,3.65,,2.65,,1.55,,1.5,,,,19.33079935,10.6,3.450971688,0
0.224,13.582,2.7119972000000003,1.228,0.453,0.055,4.928,3.621,0.08800000000000001,,,,,,,,,,,206.0,,,,,,,,,,,,,,,,,,,,,,,0
0.35,15.3,2.20982,1.74,1.39,0.04,4.36,3.08,0.24,6.6,26.0,72.0,,29.0,0.0,73.0,355.0,190.0,16.0,141.0,15.5,109.0,590.0,39.0,80.0,9.3,34.0,5.9,0.91,3.8,0.54,2.75,0.7,1.1,0.19,1.3,0.2,3.9,3.0,61.0,20.0,15.5,0
0.53,14.4,4.6585779999999986,1.98,1.46,0.05,5.82,2.04,0.22,,,,,,,,130.0,336.0,21.8,137.0,28.0,,602.0,22.0,46.0,,20.0,3.7,1.1,,0.7,,,,,1.6,,3.9,,,8.3,,0
0.255,13.573,2.7191956000000004,1.4269999999999998,0.523,0.058,4.908,3.905,0.091,,,,,,,,,,,155.0,,,,,,,,,,,,,,,,,,,,,,,0
1.25,14.04,11.27,10.73,6.45,,0.2,2.6,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.21,12.93,1.115752,1.05,0.48,0.04,4.6,4.11,0.05,4.0,3.0,1.0,2.0,4.0,1.0,21.0,219.0,31.0,21.0,130.0,15.0,,419.0,,,,,,,,,,,,,,,,,23.0,,,0
0.585774393,15.56436127,2.966108606,2.856029715,1.109497979,0.049433434000000005,4.415444773,3.3330279860000003,0.213797806,6.1,66.4,15.5,,0.466634708,7.6,71.2,228.5,316.8,18.8,183.9,15.9,16.2,617.2,43.5,83.4,10.46708305,36.0,7.290627422999999,1.382724482,5.5197945210000015,0.775213334,4.018512286,0.7079092779999999,1.795715205,0.249496942,1.531210777,0.225350696,5.3373774030000005,1.828473229,25.1,23.9,9.2,0
0.67,14.55,4.826574,4.81,2.11,0.08,2.95,4.08,0.19,,,,,9.0,,,,,,,,,,,45.4,,22.1,5.5,1.11,0.0,0.53,,,,0.22,1.19,0.2,,,,,,0
1.43,13.1,14.16,8.94,7.26,0.22,0.5,3.02,0.12,,,9.0,,17.0,,113.0,3.0,207.0,28.0,60.0,0.0,,38.0,6.0,13.0,,11.0,,,,,,,,,,,,,5.0,1.0,,1
0.24,13.73,1.2597200000000002,1.17,0.32,0.05,4.28,3.44,0.03,2.0,10.0,2.0,2.0,4.0,,,167.0,202.0,15.0,164.0,11.1,,1140.0,31.0,58.0,,21.5,3.5,0.62,2.8,,2.3,,1.4,,1.35,,,,,21.8,,0
0.87,16.2,8.05,11.42,10.55,0.13,0.28,1.92,0.1,,126.0,458.0,36.0,236.0,58.0,,8.8,157.0,17.0,57.0,,,38.0,,,,,,,,,,,,,,,,,,,,1
0.99,18.59,4.83,3.86,2.09,0.09,3.05,5.14,0.32,14.2,105.0,,9.3,3.2,,,69.0,631.0,26.0,190.0,13.0,1.33,768.0,32.5,70.4,,37.5,7.36,1.62,,0.852,,,,,2.88,0.414,5.43,0.78,11.0,6.83,1.89,0
1.16,16.25,5.587758,5.34,2.56,0.07,2.69,5.05,0.43,,0.0,0.0,,15.0,,,48.0,861.0,15.0,227.0,9.0,,1078.0,43.1,89.9,0.0,41.0,7.63,1.62,5.08,0.0,2.68,0.0,1.08,0.0,0.88,0.0,,,0.0,4.6,0.0,0
0.75,16.0,8.278158,12.0,8.49,0.18,0.62,2.04,0.15,40.0,293.0,483.0,,146.0,71.0,67.0,13.0,232.0,23.0,43.0,0.0,,182.0,0.0,9.0,,,,,,,,,,,,,,,0.0,,,1
0.437285368,15.0323157,2.469500946,2.433851584,0.877600426,0.028277114,4.232478004,3.4,0.137345982,6.56081492,,20.513152,6.278382,5.049484614,,,239.0,231.26639530000003,13.12866,162.0,11.0,12.61822804,518.8597233,41.29431361,88.69119567,,30.0664738,6.00773283,0.8361748999999999,,0.35,,,,,1.23833072,0.16402979999999998,4.79579771,1.2566191,,26.94019779,10.35357983,0
1.53,15.5,10.47928,11.63,7.0,0.19,0.17,3.07,0.09,,265.0,315.0,37.0,58.0,84.0,85.0,2.4,165.0,34.0,100.0,,,31.0,4.0,12.0,,9.0,,,,,,,,,,,,,1.1,0.2,0.08,1
0.7,15.32,5.74,5.99,5.0,0.1,2.03,3.77,0.22,,,,,75.0,46.0,62.0,64.0,522.0,13.0,127.0,6.0,,1040.0,18.0,35.0,,,,,,,,,,,,,,,,,,0
0.53,17.05,4.85892,4.85,1.7,0.06,1.1,4.24,0.12,6.2,108.0,12.0,15.0,4.0,,,22.5,450.0,6.8,71.0,2.8,,582.0,7.5,15.5,,9.8,2.3,0.71,2.6,,1.3,,0.6,,0.42,,,,,1.3,,0
0.65,18.07,7.42335,8.23,3.36,0.21,0.97,3.39,0.14,,227.0,9.25,,,,,7.28,379.0,24.0,67.5,2.69,0.06,148.0,4.19,10.7,1.52,7.98,2.44,0.86,2.9,0.54,3.58,0.78,2.34,0.36,2.34,0.38,1.74,0.16,2.57,0.43,0.16,1
0.98,16.01,3.973568,3.65,1.56,0.07,4.29,2.33,0.28,,,,10.0,5.0,6.0,142.0,129.0,237.0,,134.0,,,,,,,,,,,,,,,,,,,,,,,0
0.09,13.6,0.566874,1.02,0.34,0.1,4.64,2.67,0.03,4.1,,,,2.07,,,163.0,67.0,20.03,34.0,33.5,5.49,300.0,9.2,21.0,2.59,7.8,2.7,0.37,2.96,0.55,3.95,0.71,2.12,0.34,2.02,0.27,2.17,2.1,21.5,9.3,4.4,0
0.7,16.85,4.606976,4.34,1.98,0.07,2.35,4.52,0.24,6.4,99.0,21.0,,12.0,,,52.0,702.0,10.0,83.0,9.2,,970.0,29.0,49.0,,25.0,4.5,1.18,3.6,,2.0,,1.0,,0.7,,,,,7.6,,0
1.35,14.95,12.095412,8.45,3.98,0.2,0.23,3.39,0.13,40.0,431.0,10.0,31.0,11.0,109.0,113.0,2.7,136.0,30.4,71.6,1.6,,65.0,,,,,,,,,,,,,,,,,,,,1
2.02,14.22,10.221728,10.59,10.75,0.19,1.46,3.47,0.54,,226.0,636.0,,264.0,,,34.0,622.0,32.0,206.0,60.0,,492.0,35.0,,,37.0,,,,,,,,,,,,,3.7,,,1
0.92,16.49,6.991446000000002,7.17,5.57,0.12,1.53,3.89,0.27,18.8,186.0,186.0,,67.8,,,38.0,692.0,15.2,123.0,5.63,,695.0,16.3,35.0,,19.3,4.09,1.21,3.56,,2.85,,1.5,,1.32,,,,8.62,4.34,1.39,0
2.12,15.52,12.29,9.87,5.87,0.22,0.77,3.02,0.16,42.0,370.0,117.0,48.0,74.0,,,9.8,108.0,33.0,107.0,,,13.0,2.45,8.48,1.63,9.22,3.27,1.31,,0.86,5.69,1.24,3.66,0.57,3.73,0.56,,,0.7,0.1,0.23,1
1.32,16.15,8.448618,10.69,7.19,0.16,0.44,3.48,0.17,,295.0,288.0,,133.0,,,6.0,197.0,31.0,104.0,9.0,,31.0,,14.73,,10.93,3.39,1.23,4.36,,4.77,,3.0,,2.85,,,,,,,1
0.8,15.5,5.7587199999999985,6.0,5.15,0.1,2.3,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.73,17.81,8.526753999999999,13.52,8.93,0.16,0.02,2.08,0.14,,219.0,,,114.0,,,0.0,150.0,20.0,48.0,1.0,,18.0,,,,,,,,,,,,,,,,,,,,1
0.63,15.62,3.167296,2.5,1.24,0.04,4.31,3.42,0.18,5.5,52.4,23.8,5.06,6.88,,71.6,183.0,257.0,18.5,201.0,15.1,,1013.0,51.36,99.19,,39.77,7.21,1.55,5.36,0.69,3.5,,1.58,,1.57,0.23,,,,,,0
1.04,15.52,5.506776,5.23,2.7,0.08,2.84,4.05,,8.95,138.0,40.0,,26.0,,,75.2,763.3,13.3,183.2,7.3,,953.0,33.6,72.3,,30.3,5.65,1.32,3.66,,2.25,,1.05,,0.853,,5.0,,,9.4,,0
0.72,15.56,3.74,3.8,1.8,0.06,3.64,3.0,0.17,,,43.0,,10.0,,,163.0,333.0,17.34,251.0,15.16,11.44,788.0,43.48,72.92,8.49,32.05,5.79,0.99,4.63,0.6,3.48,0.62,1.89,0.24,1.57,0.22,7.15,1.12,23.27,22.42,6.22,0
0.89,16.4,8.35,5.99,2.26,0.2,1.29,3.75,0.25,27.0,136.0,6.0,19.0,5.0,54.0,101.0,25.0,358.0,37.0,101.0,3.0,,383.0,,,,,,,,,,,,,,,,,,,,1
0.56,13.68,6.7,5.5,1.72,0.12,0.97,3.23,0.17,26.0,170.0,2.0,,2.0,,,16.8,252.0,17.0,58.0,5.6,,233.0,,,,,,,,,,,,,,,,,,,,1
0.71,17.34,4.3820260000000015,4.97,2.21,0.07,3.51,2.99,0.21,,102.0,,29.0,7.0,39.0,,119.0,583.0,12.0,,,,1016.0,,,,,,,,,,,,,,,,,,,,0
0.53,18.21,4.44,4.36,2.45,0.24,2.19,2.83,0.08,,93.0,15.0,,105.0,,,126.0,148.0,,,,,153.0,,,,,,,,,,,,,,,,,,,,0
0.34,14.12,2.77,2.45,0.58,0.15,2.42,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1.45,15.5,7.4,8.02,5.91,0.16,2.86,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.92,17.9,7.009982000000001,6.19,2.72,0.1,2.12,4.28,0.37,,,,,,,,,,,,,,,42.7,83.1,,,6.96,1.7,,0.624,,,,,2.47,0.36,,,,,,0
1.33,12.3,13.887538,7.19,3.12,0.3,1.51,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.135925787,12.43686036,0.985321524,2.292119915,0.515913387,0.060403807,4.809815953,2.978023486,0.024836851,,15.97714057,12.58200375,1.748224741,6.818779491,9.484601567,19.98455026,154.24970090000005,123.7843388,15.00769121,77.63123359999999,11.40448541,5.284433712,504.4229223,26.33544176,48.37121889,5.015056515,15.59503744,2.937291299,0.45572485,2.472672262,0.343347728,2.0827991530000003,0.407057087,1.255945392,0.231444938,1.644979227,0.275289467,2.6046453780000003,1.2734019909999998,20.69116041,19.35683169,4.569692672,0
1.33,13.9,13.056098,8.38,4.12,0.23,1.02,3.0,0.24,34.0,513.0,21.0,,7.0,,,20.0,290.0,34.0,93.0,2.3,,426.0,10.0,,,8.0,,,,,,,,,,,,,,,,1
1.09,15.42,6.559542,7.3,4.66,0.13,2.36,2.97,0.29,,,299.0,,108.0,,,94.0,622.0,22.0,222.0,18.0,19.0,652.0,46.0,87.0,,10.0,37.0,6.1,1.6,,4.9,0.7,4.0,,0.8,2.1,,0.8,,0.4,1.5,0
0.8201,17.3203,8.51876652,11.6661,8.8629,0.1464,0.9807,2.1648,0.2463,,276.14221580000003,460.8015794,,135.92248909999998,,,10.20376606,852.1973115000002,22.12772195,67.83808827,2.9983667030000003,0.17485824600000002,449.1257578,24.39137332,48.83366038,5.7848545,25.79109411,5.350298922,1.571982635,4.687825623999999,0.686117323,3.773744978,0.742862072,2.039003444,0.304870737,1.835058219,0.283012373,1.577768754,0.1498037,4.422249842,3.753361306,0.490580112,1
1.43,15.2,8.2,13.08,7.58,0.17,0.23,2.87,0.11,,,118.0,,274.0,,71.0,2.0,134.0,31.0,89.0,2.0,,23.0,5.0,10.0,,9.0,,,,,,,,,,,,,3.0,0.0,,1
0.54,16.75,6.11864,5.9,2.9,0.11,1.32,3.57,0.15,14.5,133.0,30.0,18.0,15.0,,,28.0,420.0,13.2,92.0,3.2,,622.0,10.2,20.5,,12.5,,0.75,,,2.1,,1.3,,1.26,,,,,2.4,,0
0.6,15.57,10.20934,9.82,4.8,0.19,0.35,1.82,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1.31,16.66,6.4515660000000015,6.6,3.6,0.09,1.8,4.39,0.47,,186.0,80.0,,40.0,,,33.0,915.0,11.0,152.0,17.0,,812.0,27.2,58.7,7.58,28.2,5.6,1.58,4.5,0.5,2.5,0.4,1.0,,0.8,0.11,,,11.0,2.3,0.6,0
1.39,16.75,8.230762,12.1,6.86,0.15,0.22,2.59,0.14,,,137.0,,53.0,,,4.0,160.0,25.0,83.0,1.0,,42.0,,8.0,,,,,,,,,,,,,,,,,,1
0.75,18.04,6.514552,6.55,2.84,0.14,1.81,3.66,0.22,,124.0,9.0,34.0,7.0,42.0,89.0,53.0,534.0,22.0,164.0,28.0,,712.0,,,,,,,,,,,,,,,,,13.0,,,0
0.75,16.51,5.326816,5.06,2.73,0.07,2.69,3.99,0.24,17.0,148.0,119.0,,37.0,,,97.0,627.0,14.0,168.0,8.0,,976.0,26.0,68.0,,,,,,,,,,,,,,,,12.0,,0
0.6,15.01,2.915352,2.3,0.82,0.04,4.75,3.64,0.16,5.3,58.6,0.0,6.2,1.8,,,204.0,410.0,17.3,333.0,12.4,,1137.0,40.3,98.5,,33.7,5.8,1.0,4.7,,2.9,,0.9,,1.6,,,,,19.7,,0
1.27,16.11,9.44,11.21,6.56,0.15,0.12,3.22,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.95,16.08,4.651604,3.97,2.03,0.06,2.9,4.24,0.29,7.7,100.0,42.0,12.0,20.0,20.0,92.0,74.0,732.0,14.0,291.0,11.0,1.8,1025.0,47.4,99.3,,43.3,7.28,1.7,,0.57,,,,,1.1,0.152,6.9,0.67,12.0,7.5,1.47,0
0.634778835,15.29840752,3.142005449,2.733350433,1.191679759,0.053716028,4.2686165030000005,3.463062018,0.222394687,7.7,66.8,15.4,,8.1,8.6,65.2,259.6,280.0,19.5,200.8,19.4,16.4,383.1,54.3,106.8,12.60537433,43.5,8.228129807,1.286829873,5.98494775,0.822571878,4.215484477,0.7207559859999999,1.818160031,0.253608272,1.5337671519999998,0.231311014,5.821342262999999,2.324333925,20.0,30.6,10.7,0
0.78,19.68,5.740724,6.04,1.82,0.21,4.07,6.21,0.52,4.8,106.0,16.0,,6.0,29.0,93.0,111.5,2688.0,34.0,530.0,52.9,2.62,3146.0,131.9,226.2,24.1,83.6,13.0,3.5,8.8,1.1,5.8,1.1,3.0,0.4,3.0,0.4,5.8,2.7,28.5,26.2,9.1,0
0.86,21.39,8.109580000000001,10.5,2.4,0.14,0.62,2.76,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.42,16.3,4.606976,4.8,2.2,0.08,1.78,3.96,0.14,10.0,110.0,36.0,15.0,23.0,,,42.0,512.0,9.0,65.0,2.7,,810.0,14.8,26.0,,13.0,2.5,0.7,2.5,,1.55,,0.9,,0.76,,,,,3.75,,0
0.46,13.94,8.45,8.2,7.88,0.15,0.56,2.22,0.05,,262.0,219.0,55.0,88.0,61.0,,4.7,68.0,10.5,43.0,,,21.0,,,,,,,,,,,,,,,,,,,,1
0.55,13.98,7.765274000000002,5.81,1.46,0.17,1.13,2.97,0.21,26.44,88.0,3.8,12.84,0.85,30.8,91.68,13.68,275.6,21.65,42.97,0.8029999999999999,0.316,223.94,3.969,9.535,1.565,7.735,2.407,0.838,2.849,0.505,3.261,0.728,2.185,,2.227,0.345,1.2919999999999998,0.017,3.1,0.435,0.362,1
0.92,15.62,8.089202,13.15,8.18,0.17,0.24,2.09,0.09,45.1,277.4,379.5,,,,,,77.7,23.9,44.6,,,11.5,,,,,,,,,,,,,,,,,,,,1
0.84,14.3,8.6,7.5,2.33,0.12,0.24,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.73,17.64,6.47856,6.41,2.84,0.15,1.76,3.48,0.22,,131.0,13.0,29.0,22.0,50.0,103.0,50.0,526.0,21.0,147.0,31.0,,695.0,,,,,,,,,,,,,,,,,13.0,,,0
0.15,13.46,0.962786,0.63,0.16,0.07,4.32,3.74,0.04,,8.0,4.0,22.0,12.0,6.0,50.0,192.0,47.0,11.0,97.0,21.0,,58.0,,,,,,,,,,,,,,,,,42.0,,,0
2.55,11.91,16.538324,8.59,4.64,0.28,0.11,2.96,0.19,41.0,639.0,9.0,50.0,20.0,92.0,167.0,4.0,83.0,65.9,155.1,3.18,,19.3,4.68,15.43,2.82,15.54,5.49,2.13,7.67,1.43,11.27,2.43,6.92,1.2,7.26,1.15,4.32,0.25,1.27,0.29,0.11,1
0.64,16.74,6.658519999999998,6.81,3.44,0.12,1.17,3.83,0.16,16.88313007,162.59191289999995,43.43289772,20.41070704,23.6934867,,,14.93684178,469.7632562,10.87598013,87.39236144,3.422307045,,480.5671829,7.698563914,15.07476399,,8.481491699,1.840232686,0.376290592,2.126634779,,1.655968855,,0.502538712,,0.903455095,,,,,0.957904492,,0
0.6,17.2,4.175072,4.54,1.84,0.09,2.71,4.31,0.26,,70.0,10.0,31.0,1.0,36.0,,91.0,606.0,,,,,926.0,,,,,,,,,,,,,,,,,,,,0
1.35,16.27,8.64,11.72,7.59,0.17,0.08,3.08,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1.81,17.01,7.369362,6.51,3.61,0.09,2.37,4.3,0.74,,170.0,45.0,27.0,29.0,47.0,,40.0,1430.0,,,,,1380.0,,,,,,,,,,,,,,,,,,,,0
0.51,16.5,2.75,2.81,1.69,0.05,3.25,3.92,0.16,4.7,59.0,3.5,6.4,4.8,,,102.0,537.0,19.0,146.0,8.0,7.29,698.0,23.0,47.7,,21.9,3.9,0.82,,0.315,,,,,0.68,0.08800000000000001,3.87,0.44,14.0,6.24,1.88,0
0.72,16.2,4.5676760000000005,4.67,2.95,0.07,2.93,4.11,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1.51,14.35,11.094534,11.61,6.79,0.19,0.18,2.76,0.11,47.4,273.0,287.0,87.8,47.1,69.0,84.9,3.04,162.0,29.4,96.0,3.7,0.037000000000000005,35.8,4.55,13.1,2.18,11.1,3.63,1.4,4.71,0.8370000000000001,5.61,1.2,3.42,0.507,3.27,0.496,2.6,,0.815,0.329,0.1,1
0.8,17.9,4.9394800000000005,5.7,2.3,0.1,2.0,3.9,0.25,25.0,100.0,18.0,12.0,70.0,12.0,,80.0,590.0,8.0,200.0,,,490.0,,,,,,,,,,,,,,,,,,,,0
0.72,16.5,5.21884,5.29,2.66,0.09,2.38,4.15,0.24,10.8,123.0,59.0,15.5,27.0,,,71.5,540.0,18.0,193.0,7.3,,1040.0,22.8,46.5,,22.5,4.75,1.14,3.95,,3.1,,1.65,,1.56,,,,19.04984938,9.35,3.005681177,0
0.54,17.65,3.37425,3.52,3.43,0.06,3.37,3.83,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.33,15.8,3.19429,4.1,1.54,0.08,1.58,4.08,0.12,7.0,65.0,23.0,9.0,8.0,,,32.5,450.0,8.6,59.0,3.8,,760.0,12.1,25.0,,13.5,1.5,0.65,2.1,,1.5,,0.8,,0.725,,,,,2.6,,0
